"title","age","genres","imdb","rotten_tomatoes","keywords","year","netflix","hulu","prime","disney"
"F is for Family","TV-MA","Animation, Comedy, Drama",8,86,"",2015,1,0,0,0
"Hilda","TV-PG","Action & Adventure, Animation, Children, Family, Comedy, Fantasy",8.6,100,"Magic, Supernatural, Psychology, Animal",2018,1,0,0,0
"Babylon Berlin","TV-MA","Crime, Drama, History, Thriller",8.4,NA,"",2017,1,0,0,0
"Dead Set","TV-MA","Horror, Drama, Comedy",7.7,90,"Dark Comedy, Dystopia, Apocalypse, Zombie, Survival, Political",2008,1,0,0,0
"Disenchantment","TV-14","Animation, Comedy, Fantasy, Action & Adventure, Science-Fiction",7.2,68,"",2018,1,0,0,0
"Nurse Jackie","TV-MA","",7.7,81,"",2009,1,0,0,0
"Fairy Tail","TV-14","Animation, Anime, Fantasy, Action & Adventure, Comedy, Science-Fiction",8,NA,"Free Services, Netflix, Hulu, Funimation, Time Travel, Magic, Adaptation, Mature",2009,1,1,0,0
"Chewing Gum","TV-14","",7.7,100,"",2015,1,0,0,0
"Imposters","TV-14","Drama, Comedy, Mystery",7.8,100,"",2017,1,0,0,0
"Pokémon","TV-PG","Animation, Anime, Action & Adventure, Comedy, Family, Fantasy, Science-Fiction, Children",7.5,NA,"Free Services, Netflix, Prime Video, Hulu",1997,1,1,1,0
"Cheer","TV-14","Documentary, Reality, Sport",8.2,96,"",2020,1,0,0,0
"The Staircase","TV-14","Documentary, Crime, Drama",7.9,93,"",2005,1,0,0,0
"She-Ra and the Princesses of Power","TV-G","Animation, Children, Family, Action & Adventure, Comedy, Drama, Fantasy, Science-Fiction",7.5,97,"",2018,1,0,0,0
"The Order","TV-MA","Drama, Mystery, Fantasy, Horror, Science-Fiction, Action & Adventure",6.9,100,"",2019,1,0,0,0
"Blue Mountain State","TV-MA","",8.3,NA,"",2010,1,0,0,0
"Madam Secretary","TV-14","",7.6,68,"",2014,1,0,0,0
"Queer as Folk","TV-MA","",8.2,100,"Free Services, Netflix, Prime Video, Showtime, AcornTV",1999,1,0,1,0
"Cheers","TV-PG","",7.8,NA,"Free Services, Netflix, Prime Video, Hulu, CBS All Access",1982,1,1,1,0
"Legacies","TV-14","Drama, Mystery, Action & Adventure, Fantasy, Horror, Science-Fiction",7.5,NA,"",2018,1,0,0,0
"JoJo's Bizarre Adventure","TV-MA","Action & Adventure, Anime, Animation, Fantasy, Horror, Drama, Thriller, Comedy",8.4,NA,"Free Services, Netflix, Hulu, Adult Swim, fuboTV, Martial Arts, Vampire, Magic, Supernatural, Adaptation",2012,1,1,0,0
"Heartland","TV-PG","",8.4,45,"Based on Books, Racing, Psychology, Animal, Disney, Adaptation, Sports, Feel-good",2007,1,0,1,0
"Helix","TV-14","Drama, Science-Fiction, Thriller, Horror, Mystery, Fantasy",6.8,81,"Apocalypse, Doctor, Science, Zombie, Survival",2014,1,0,0,0
"Glee","TV-14","Comedy, Drama, Musical",6.7,71,"High School, Teacher, Music, Singing, Teen",2009,1,0,0,0
"GHOUL","TV-MA","Horror, Drama, Fantasy, Science-Fiction, Mystery",7.1,83,"",2018,1,0,0,0
"Star Trek: Enterprise","TV-PG","Action & Adventure, Drama, Science-Fiction, Fantasy",7.5,50,"Netflix, Prime Video, Hulu, CBS All Access",2001,1,1,1,0
"Medici: Masters of Florence","TV-PG","History, Biography, Drama, Mystery, Romance, Thriller",7.9,NA,"United Kingdom, Italy",2016,1,0,0,0
"Better Than Us",NA,"Drama, Science-Fiction, Fantasy",7.4,100,"",2018,1,0,0,0
"American Crime","TV-14","Action & Adventure, Crime, Drama, Mystery",7.8,97,"",2015,1,0,0,0
"Five Came Back","TV-14","Documentary, Biography, History",8.3,97,"",2017,1,0,0,0
"Rise of Empires: Ottoman","TV-MA","Documentary, Drama, History, Action & Adventure",8,NA,"",2020,1,0,0,0
"North & South","TV-PG","",8.6,NA,"",2004,1,0,0,0
"Skins","TV-MA","",8.2,NA,"Dating, Drug, Mature, Teen",2007,1,0,0,0
"Lilyhammer","TV-MA","Comedy, Drama, Crime",8,65,"",2012,1,0,0,0
"Safe","TV-MA","Crime, Thriller, Drama, Mystery",7.3,77,"",2018,1,0,0,0
"Voltron: Legendary Defender","TV-PG","Animation, Action & Adventure, Science-Fiction, Comedy, Drama, Family, Fantasy, Children",8.1,100,"",2016,1,0,0,0
"Evil Genius","TV-MA","",7.6,80,"",2018,1,0,0,0
"Portlandia","TV-14","",7.8,94,"",2011,1,0,0,0
"Marianne","TV-MA","Horror, Mystery, Drama",7.5,93,"",2019,1,0,0,0
"The Society","TV-MA","Drama, Mystery, Science-Fiction, Thriller, Fantasy",7,85,"",2019,1,0,0,0
"Glitch","TV-14","Drama, Horror, Mystery, Thriller, Science-Fiction, Fantasy",7.4,80,"",2015,1,0,0,0
"The Mechanism","TV-14","Crime, Drama, Thriller",8.4,80,"",2018,1,0,0,0
"Dracula","TV-MA","Drama, Horror, Fantasy, Science-Fiction",6.8,74,"Based on Books, Vampire, Supernatural, Ghost, Religion, Adaptation",2020,1,0,0,0
"ERASED","TV-14","Animation, Anime, Drama, Fantasy, Mystery, Science-Fiction, Thriller",8.5,NA,"Free Services, Netflix, HBO MAX, Hulu, Funimation, Friendship, Time Travel, Supernatural, Kidnapping, Serial Killer, Adaptation",2016,1,1,0,0
"Quantico","TV-14","Drama, Crime, Mystery, Thriller",6.7,82,"",2015,1,0,0,0
"Raising Dion","TV-PG","Action & Adventure, Drama, Family, Science-Fiction, Fantasy",7.2,82,"",2019,1,0,0,0
"The Rain","TV-MA","Drama, Fantasy, Science-Fiction, Thriller",6.3,82,"Dystopia, Apocalypse, Space, Futuristic, Teen",2018,1,0,0,0
"Versailles","TV-14","Biography, Drama, History, Romance",7.9,66,"Canada, France",2015,1,0,0,0
"Code Geass: Lelouch of the Rebellion","TV-MA","Action & Adventure, Anime, Animation, Drama, Fantasy, Mystery, Science-Fiction, Thriller, Romance",8.6,NA,"Military, War, Psychology, Political",2006,1,0,0,0
"Everything Sucks!","TV-14","Comedy, LGBTQ, Drama",7.5,72,"",2018,1,0,0,0
"Star-Crossed","TV-14","Drama, Science-Fiction, Romance, Fantasy",7.3,57,"High School, Alien, Futuristic, Teen",2014,1,0,0,0
"Marcella","TV-MA","Crime, Drama, Mystery",7.4,65,"",2016,1,0,0,0
"InuYasha","TV-14","Action & Adventure, Anime, Animation, Fantasy, Comedy, Drama, Romance, Science-Fiction",7.9,NA,"Martial Arts, Time Travel, Magic, Supernatural, Adaptation",2000,1,1,0,0
"The Politician","TV-14","",7.5,57,"",2019,1,0,0,0
"Fullmetal Alchemist","TV-14","Action & Adventure, Anime, Animation, Drama, Fantasy, Comedy, Science-Fiction",8.5,NA,"Military, War, Science, Adaptation, Political",2003,1,0,0,0
"Documentary Now!","TV-MA","",8.1,94,"",2015,1,0,0,0
"The Seven Deadly Sins","TV-14","Action & Adventure, Anime, Animation, Fantasy, Comedy, Science-Fiction",8.1,NA,"Friendship, Magic, Supernatural, Ghost, Fighting, Religion, Adaptation, Mature",2014,1,0,0,0
"Shooter","TV-14","Action & Adventure, Thriller, Drama",7.5,44,"",2016,1,0,0,0
"Your Lie in April","TV-PG","Animation, Anime, Drama, Romance, Comedy",8.6,NA,"Free Services, Netflix, HBO MAX, Hulu, Funimation, Friendship, Music, Psychology, Adaptation",2014,1,1,0,0
"Last Tango in Halifax","TV-14","Drama, Comedy, Romance",8.3,98,"",2012,1,0,0,0
"Baby","TV-MA","",6.8,80,"High School, Drug, Mature, Teen",2018,1,0,0,0
"Secret City","TV-14","Mystery, Thriller, Drama, Crime",7.4,100,"Based on Books, Suspense, Adaptation, Political",2016,1,0,0,0
"Sword Art Online","TV-14","Action & Adventure, Anime, Animation, Comedy, Drama, Fantasy, Romance, Science-Fiction, Thriller, Mystery",7.6,NA,"Free Services, Netflix, Hulu, Crunchyroll, fuboTV, Funimation, Based on Books, Friendship, Time Travel, Technology, Magic, Psychology, Survival, Fighting, Video Games",2012,1,1,0,0
"The Devil Next Door","TV-MA","Crime, Documentary, Reality",7.6,91,"",2019,1,0,0,0
"Parasyte -the maxim-","TV-MA","Action & Adventure, Anime, Animation, Horror, Science-Fiction, Romance, Thriller, Drama, Crime, Fantasy",8.4,NA,"High School, Alien, Police, Animal, Fighting, Adaptation",2014,1,1,0,0
"Rurouni Kenshin","TV-14","Action & Adventure, Anime, Animation, Comedy",8.5,NA,"",1996,1,1,1,0
"The Innocence Files",NA,"Documentary, Crime, Drama",8,100,"",2020,1,0,0,0
"Trial by Media","TV-14","",7.2,83,"",2020,1,0,0,0
"The Chef Show","TV-MA","Documentary, Food, Travel",8.2,100,"",2019,1,0,0,0
"Abstract: The Art of Design","TV-14","",8.4,100,"",2017,1,0,0,0
"Love 101","TV-MA","",7.6,NA,"",2020,1,0,0,0
"Descendants of the Sun","TV-14","Fantasy, Romance, Action & Adventure, Drama",8.4,NA,"",2016,1,1,1,0
"The Hollow","TV-PG","Animation, Children, Mystery, Drama, Family, Science-Fiction",7.2,100,"",2018,1,0,0,0
"El internado","TV-PG","Drama, Action & Adventure, Mystery, Crime",8.2,NA,"",2007,1,0,0,0
"Ancient Aliens","TV-PG","Documentary, History, Mystery, Thriller, Science-Fiction, History",7.3,NA,"Free Services, Netflix, Prime Video, Hulu",2010,1,1,1,0
"Wentworth","TV-MA","",8.6,NA,"",2013,1,0,0,0
"Time: The Kalief Browder Story","TV-14","",8.5,100,"",2017,1,0,0,0
"Flowers",NA,"",8.2,100,"",2016,1,0,0,0
"Frontier","TV-MA","Action & Adventure, Drama, History",7.2,75,"",2016,1,0,0,0
"All American","TV-14","",7.6,96,"",2018,1,0,0,0
"Frequency","TV-PG","Drama, Mystery, Thriller, Science-Fiction, Fantasy, Crime",7.5,77,"",2016,1,0,0,0
"Beauty and the Beast","TV-14","Crime, Drama, Fantasy, Romance, Science-Fiction",7,51,"Military, Police, New York, Science, Animal",2012,1,0,1,0
"Merlí","TV-14","Comedy, LGBTQ, Drama, Romance",8.6,NA,"High School, Teacher, Genius, Mature, Teen",2015,1,0,0,0
"London Spy","TV-MA","Drama, LGBTQ, Crime, Mystery, Romance, Thriller",7.5,86,"",2015,1,0,0,0
"The Toys That Made Us","TV-14","Documentary, History, Comedy",8.1,100,"",2017,1,0,0,0
"Hyperdrive","TV-PG","",8.1,100,"",2019,1,0,0,0
"Scooby-Doo! Mystery Incorporated","TV-PG","Animation, Children, Comedy, Action & Adventure, Crime, Drama, Family, Fantasy, Horror, Mystery",8,NA,"",2010,1,0,0,0
"Nailed It!","TV-PG","Game Show, Reality, Family, Comedy, Food",7.4,98,"",2018,1,0,0,0
"3%","TV-PG","Thriller, Action & Adventure, Drama, Science-Fiction, Mystery, Fantasy",7.4,33,"",2016,1,0,0,0
"Spinning Out","TV-MA","",7.7,63,"",2020,1,0,0,0
"Seven Seconds","TV-MA","",7.7,77,"",2018,1,0,0,0
"Trailer Park Boys","TV-MA","",8.4,NA,"",2001,1,0,0,0
"Daybreak","TV-MA","Comedy, Drama, Fantasy, Mystery, Action & Adventure, Horror, Science-Fiction, Thriller",6.7,70,"Apocalypse, Comic Book, Futuristic, Adaptation",2019,1,0,0,0
"Insatiable","TV-14","Comedy, Drama, Thriller",6.6,11,"Dark Comedy, High School, Revenge, Teen",2018,1,0,0,0
"Yeh Meri Family",NA,"Family, Drama, Comedy, Musical, Romance",9.2,NA,"",2018,1,0,0,0
"Black Lightning","TV-14","Drama, Action & Adventure, Science-Fiction, Fantasy",6.1,95,"",2018,1,0,0,0
"Last Chance U","TV-14","",8.5,93,"",2016,1,0,0,0
"Akame ga Kill!","TV-MA","Action & Adventure, Anime, Animation, Comedy, Crime, Drama, Fantasy, Horror, Romance, Thriller",7.9,NA,"Military, Dystopia, War, Supernatural, Psychology, Animal, Fighting, Adaptation, Political",2014,1,1,0,0
"Killer Inside: The Mind of Aaron Hernandez","TV-MA","Documentary, Crime, Sport",7.4,75,"",2020,1,0,0,0
"Dirty John","TV-14","Crime, Drama, Thriller",7.1,78,"",2018,1,0,0,0
"Frozen Planet","TV-G","",9,NA,"",2011,1,0,0,0
"Kengan Ashura",NA,"Action & Adventure, Anime, Sport, Animation",8,NA,"",2019,1,0,0,0
"Cold Justice","TV-14","Crime, Reality, Documentary, Drama",7.9,80,"",2013,1,0,0,0
"Containment","TV-14","",7.2,50,"",2016,1,0,0,0
"Hemlock Grove","TV-MA","Horror, Mystery, Science-Fiction, Thriller",7.1,38,"Based on Books, Friendship, Vampire, Doctor, Supernatural, Adaptation",2013,1,0,0,0
"The Circle","TV-MA","",7.5,80,"",2020,1,0,0,0
"Mars","TV-PG","Action & Adventure, Drama, Science-Fiction, Documentary, Fantasy",7.5,61,"",2016,1,0,0,0
"Ragnarok","TV-MA","Drama, Fantasy, Action & Adventure",7.5,NA,"",2020,1,0,0,0
"Zoo","TV-14","Drama, Thriller, Mystery, Science-Fiction, Documentary, Romance",6.8,82,"Based on Books, Apocalypse, Doctor, Survival, Animal, Adaptation",2015,1,0,0,0
"Bordertown","TV-PG","Crime, Drama, Mystery",7.6,39,"",2016,1,0,0,0
"Derek","TV-14","",8,68,"",2013,1,0,0,0
"The Ranch","TV-14","",7.5,NA,"",2016,1,0,0,0
"anohana: The Flower We Saw That Day","TV-14","Animation, Anime, Drama, Fantasy, Action & Adventure, Mystery, Romance, Thriller",8.2,NA,"Coming of Age, Friendship, Supernatural, Ghost",2011,1,0,0,0
"Easy","TV-MA","",6.9,90,"",2016,1,0,0,0
"Rake","TV-14","",8.6,100,"Free Services, Netflix, Prime Video, Hulu, AcornTV",2010,1,1,1,0
"Saint Seiya","TV-PG","Animation, Anime, Action & Adventure, Fantasy, Drama",8.4,NA,"",1986,1,0,1,0
"Spotless",NA,"",7.9,100,"",2015,1,0,0,0
"The Confession Tapes","TV-14","",7.5,100,"",2017,1,0,0,0
"Miraculous: Tales of Ladybug & Cat Noir","TV-PG","Animation, Romance, Action & Adventure, Family, Fantasy, Comedy, Children, Science-Fiction",7.8,NA,"Magic, Supernatural, Superhero, Teen",2015,1,0,0,0
"Knightfall","TV-14","Action & Adventure, Drama, History",6.8,60,"",2017,1,0,0,0
"No Tomorrow","TV-PG","Drama, Comedy, Romance",7.2,88,"",2016,1,0,0,0
"Meteor Garden","TV-14","Drama, Romance, Comedy, Family",8.2,NA,"",2018,1,0,0,0
"Formula 1: Drive to Survive","TV-14","",8.6,NA,"Car, Racing, Adaptation, Sports, Based On True Story",2019,1,0,0,0
"Love is Blind","TV-PG","",6,73,"",2020,1,0,0,0
"Africa","TV-G","",9,NA,"",2013,1,0,0,0
"Collateral","TV-PG","Crime, Drama, Mystery, Thriller",6.7,78,"",2018,1,0,0,0
"Carmen Sandiego","TV-PG","Action & Adventure, Animation, Family, Mystery",7.9,93,"",2019,1,0,0,0
"The Night Shift","TV-14","Drama, Action & Adventure, Comedy, Romance",7.4,30,"",2014,1,0,0,0
"The King: Eternal Monarch",NA,"Fantasy, Mystery, Romance, Drama, Science-Fiction",8.7,NA,"",2020,1,0,0,0
"H2O: Just Add Water","TV-G","Drama, Family, Fantasy, Science-Fiction",7.2,NA,"",2006,1,1,1,0
"Black Butler","TV-14","Animation, Anime, Comedy, Action & Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller, Science-Fiction",7.8,NA,"Dark Comedy, Coming of Age, Magic, Supernatural, Kidnapping",2008,1,1,0,0
"1983","TV-MA","Crime, Drama, Thriller, Mystery",6.8,100,"",2018,1,0,0,0
"Inside Bill's Brain: Decoding Bill Gates","TV-14","",8,50,"",2019,1,0,0,0
"Flint Town","TV-MA","Documentary, Crime, Action & Adventure, Drama, Reality",7.9,95,"Military, Police, Car, Doctor, Drug, Gang, Sports, Political",2018,1,0,0,0
"Surviving R. Kelly","TV-MA","Documentary, Crime, Musical",7.6,95,"",2019,1,0,0,0
"Private Practice","TV-14","Drama, Comedy, Romance",6.6,51,"",2007,1,1,0,0
"Kim's Convenience","TV-14","",8.1,NA,"",2016,1,0,0,0
"The Andy Griffith Show","TV-G","",8.3,NA,"Free Services, Netflix, Prime Video, Sundance, fuboTV",1960,1,0,1,0
"Bonding","TV-14","Animation, Comedy, Drama",7.2,64,"",2019,1,0,0,0
"Alone","TV-14","Documentary, Reality, Drama, Game Show, History",8.4,NA,"Free Services, Netflix, Hulu",2015,0,1,0,0
"White Lines","TV-MA","Drama, Mystery, Crime, Thriller",6.6,58,"",2020,1,0,0,0
"Aquarius","TV-14","Drama, Cult, Crime, Biography, Thriller, Mystery",7.1,77,"",2015,1,0,0,0
"The Universe","TV-14","",8.8,NA,"",2007,1,0,0,0
"Animaniacs","TV-G","Animation, Children, Comedy, Family, Musical",7.9,NA,"",1993,1,1,0,0
"The Confession Killer","TV-14","",7.4,100,"",2019,1,0,0,0
"Special","TV-MA","",7.6,95,"",2019,1,0,0,0
"The Frankenstein Chronicles","TV-14","Crime, Drama, Fantasy, History, Mystery",7.3,78,"",2015,1,0,0,0
"Self Made: Inspired by the Life of Madam C.J. Walker","TV-14","",7.4,77,"",2020,1,0,0,0
"Black Summer","TV-MA","Action & Adventure, Comedy, Horror, Science-Fiction, Drama, Thriller",6.4,75,"",2019,1,0,0,0
"The Trials of Gabriel Fernandez","TV-MA","",8.2,80,"",2020,1,0,0,0
"Impractical Jokers","TV-14","",8.5,NA,"Netflix, HBO MAX, TruTV, fuboTV",2011,1,0,0,0
"Ramayan","TV-G","Action & Adventure, Drama, Fantasy, Science-Fiction",9.3,NA,"",1987,1,0,0,0
"Bad Blood","TV-MA","",7.5,80,"",2017,1,0,0,0
"Dynasty","TV-14","",7.3,NA,"",2017,1,0,0,0
"Fuller House","TV-PG","",6.8,28,"",2016,1,0,0,0
"Dear White People","TV-14","",6.2,95,"",2017,1,0,0,0
"Young & Hungry","TV-14","Comedy, Drama, Romance, Family",7.4,60,"",2014,1,0,0,0
"Club de Cuervos","TV-MA","",8.2,80,"",2015,1,0,0,0
"Rilakkuma and Kaoru","TV-PG","Animation, Anime, Comedy, Family",8.4,100,"",2019,1,0,0,0
"Battle Creek","TV-14","Crime, Drama, Comedy",7.3,96,"",2015,1,0,0,0
"The Great British Bake Off","TV-PG","Reality, Food, Game Show",8.6,NA,"",2010,1,0,0,0
"The Chalet","TV-MA","Thriller, Drama, Mystery, Crime",7,100,"",2018,1,0,0,0
"LEGO Ninjago: Masters of Spinjitzu","TV-G","Action & Adventure, Animation, Children, Comedy, Family, Fantasy, Science-Fiction",6.8,NA,"Free Services, Netflix, Prime Video, Cartoon Network, fuboTV, America, Denmark",2012,1,0,1,0
"3Below: Tales of Arcadia","TV-PG","Action & Adventure, Animation, Comedy, Family, Fantasy, Science-Fiction, Children",7.8,100,"",2018,1,0,0,0
"Itaewon Class",NA,"",8.2,NA,"",2020,1,0,0,0
"Sweet Magnolias","TV-14","",7.4,NA,"",2020,1,0,0,0
"Scream: The TV Series","TV-14","Crime, Horror, Mystery, Drama, Thriller",7.2,NA,"",2015,1,0,0,0
"Workin' Moms","TV-PG","",7.5,NA,"",2017,1,0,0,0
"I'm Sorry","TV-PG","",7.9,75,"",2017,1,0,0,0
"Green Eggs and Ham",NA,"Animation, Children, Action & Adventure, Comedy, Family",8.2,100,"",2019,1,0,0,0
"November 13: Attack on Paris","TV-MA","",8.3,100,"",2018,1,0,0,0
"30 for 30","TV-PG","Documentary, Sport, Biography, History",8.8,NA,"",2009,1,0,0,0
"The Eddy","TV-MA","",7.1,67,"France, America",2020,1,0,0,0
"Wu Assassins","TV-MA","Drama, Action & Adventure, Crime, Fantasy, Science-Fiction",6.4,83,"",2019,1,0,0,0
"When Calls the Heart","TV-G","",8.2,NA,"",2014,1,0,0,0
"My Next Guest Needs No Introduction With David Letterman","TV-MA","",7.9,83,"",2018,1,0,0,0
"The Great Train Robbery",NA,"Drama, Biography, Crime, History",7.4,78,"",2013,1,0,0,0
"Crazyhead",NA,"",7.3,100,"",2016,1,0,0,0
"Father Brown","TV-PG","Drama, Crime, Mystery, Thriller",7.7,NA,"",2013,1,0,0,0
"Ugly Delicious","TV-MA","",7.8,100,"",2018,1,0,0,0
"My Little Pony: Friendship Is Magic","TV-PG","Fantasy, Action & Adventure, Animation, Children, Comedy, Family, Science-Fiction",7.6,NA,"Friendship, Princess, Magic, Animal, Singing, Royalty, America, Canada",2010,1,1,0,0
"Caliphate",NA,"Drama, Thriller, Crime",8.2,NA,"",2020,1,0,0,0
"CSI: Miami","TV-14","Action & Adventure, Crime, Drama, Mystery, Thriller",6.4,NA,"Free Services, Netflix, Hulu, CBS All Access",2002,1,1,0,0
"Masum","TV-14","Crime, Drama, Mystery, Thriller, Action & Adventure",8.5,NA,"",2017,1,0,0,0
"White Gold","TV-MA","",7.4,88,"",2017,1,0,0,0
"The Protector","TV-14","Action & Adventure, Fantasy, Science-Fiction",6.8,NA,"",2018,1,0,0,0
"Devilman: Crybaby",NA,"Animation, Anime, Action & Adventure, Horror",7.6,80,"",2018,1,0,0,0
"It's Bruno!","TV-PG","",7.5,100,"",2019,1,0,0,0
"Good Witch","TV-PG","Drama, Romance, Comedy, Fantasy, Science-Fiction, Family",7.3,NA,"",2015,1,0,0,0
"Kill la Kill","TV-MA","Action & Adventure, Anime, Animation, Comedy, Fantasy, Drama, Science-Fiction",7.9,NA,"Free Services, Netflix, HBO MAX, Funimation",2013,1,0,0,0
"Victorious","TV-PG","Children, Comedy, Drama, Family, Romance, Action & Adventure",6.9,NA,"",2010,1,0,0,0
"Bard of Blood",NA,"Drama, Thriller, Action & Adventure, Mystery",7,NA,"",2019,1,0,0,0
"Patriot Act with Hasan Minhaj","TV-MA","",8.2,NA,"",2018,1,0,0,0
"El Chapo","TV-14","Drama, Crime, Action & Adventure",7.8,NA,"",2017,1,0,0,0
"The Get Down","TV-14","",8.3,NA,"New York, Music, Singing, Feel-good, Teen",2016,1,0,0,0
"Great News","TV-PG","",7,84,"",2017,1,0,0,0
"Trinkets","TV-PG","Crime, Drama, Comedy, Romance",7.1,50,"",2019,1,0,0,0
"Get Shorty","TV-MA","",8.2,NA,"",2017,1,0,0,0
"Valhalla Murders","TV-MA","Crime, Drama, Mystery, Thriller",7.1,NA,"",2019,1,0,0,0
"The Guild",NA,"",8.2,NA,"",2007,1,0,0,0
"Gurren Lagann","TV-14","Action & Adventure, Animation, Comedy, Drama, Science-Fiction",8.3,NA,"",2007,1,0,0,0
"Z Nation","TV-MA","Drama, Action & Adventure, Horror, Comedy, Science-Fiction, Fantasy",6.7,NA,"Dystopia, Apocalypse, Doctor, Zombie, Survival, Futuristic",2014,1,0,0,0
"Grand Hotel","TV-PG","Drama, Mystery, Thriller, Crime",8.4,NA,"",2011,1,0,0,0
"We Bare Bears","TV-PG","Animation, Comedy, Family, Action & Adventure, Fantasy",7.9,NA,"Netflix, HBO MAX, Hulu, Cartoon Network, fuboTV",2015,1,1,0,0
"Friends from College","TV-MA","Comedy, Drama, Romance",6.8,24,"",2017,1,0,0,0
"Tuca & Bertie","TV-14","",7.4,100,"",2019,1,0,0,0
"Comedians in Cars Getting Coffee","TV-14","",8.1,NA,"",2012,1,0,0,0
"Borgia","TV-MA","Action & Adventure, Drama, Biography, History",7.8,NA,"Italy, France, Germany",2011,1,0,0,0
"Mr. Iglesias","TV-14","",7.1,88,"",2019,1,0,0,0
"Violet Evergarden","TV-14","Animation, Anime, Drama, Fantasy, Science-Fiction, Romance",8.4,NA,"",2018,1,0,0,0
"Lovesick","TV-MA","",8.1,36,"",2014,1,0,0,0
"Gentefied","TV-14","",7.3,88,"",2020,1,0,0,0
"Magi","TV-14","Action & Adventure, Anime, Animation, Fantasy, Science-Fiction",7.9,NA,"",2012,1,1,0,0
"Wormwood","TV-14","Documentary, Crime, Biography",7,92,"",2017,1,0,0,0
"Losers",NA,"",7.7,100,"",2019,1,0,0,0
"Forensic Files","TV-14","",8.8,NA,"Free Services, Netflix, Prime Video, Hulu",1996,1,1,1,0
"The Curious Creations of Christine McConnell","TV-PG","Comedy, Fantasy, Horror, Reality",7.7,100,"",2018,1,0,0,0
"Watership Down","TV-PG","Animation, Action & Adventure, Drama, Fantasy",7.2,77,"",2018,1,0,0,0
"The Gift",NA,"Drama, Mystery, Fantasy, Science-Fiction",7.6,NA,"",2019,1,0,0,0
"Bitten","TV-14","Action & Adventure, Drama, Fantasy, Horror, Mystery, Science-Fiction",7,NA,"",2014,1,0,0,0
"Clannad","TV-PG","Animation, Anime, Drama, Fantasy, Romance, Comedy",7.9,NA,"",2007,1,1,0,0
"Mystery Science Theater 3000: The Return","TV-14","",8,100,"",2017,1,0,0,0
"Mr. Sunshine",NA,"Romance, Action & Adventure, Drama, History",8.8,NA,"",2018,1,0,0,0
