"title","age","genres","imdb","rotten_tomatoes","year","keywords"
"Imposters","14 (TV-14)","Drama, Comedy, Mystery","7.8",100,"2017",""
"Pokémon"," 7 (TV-PG)","Animation, Anime, Action & Adventure, Comedy, Family, Fantasy, Science-Fiction, Children","7.5",NA,"1997","Free Services, Netflix, Prime Video, Hulu"
"Cheer"," 14 (TV-14)","Documentary, Reality, Sport","8.2",96,"2020",""
"The Staircase"," 14 (TV-14)","Documentary, Crime, Drama","7.9",93,"2005",""
"She-Ra and the Princesses of Power","All (TV-G)","Animation, Children, Family, Action & Adventure, Comedy, Drama, Fantasy, Science-Fiction","7.5",97,"2018",""
"The Order","18 (TV-MA)","Drama, Mystery, Fantasy, Horror, Science-Fiction, Action & Adventure","6.9",100,"2019",""
"Blue Mountain State","18 (TV-MA)","","8.3",NA,"2010",""
"Madam Secretary","14 (TV-14)","","7.6",68,"2014",""
"Queer as Folk","18 (TV-MA)","","8.2",100,"1999","Free Services, Netflix, Prime Video, Showtime, AcornTV"
"Cheers"," 7 (TV-PG)","","7.8",NA,"1982","Free Services, Netflix, Prime Video, Hulu, CBS All Access"
"Legacies","14 (TV-14)","Drama, Mystery, Action & Adventure, Fantasy, Horror, Science-Fiction","7.5",NA,"2018",""
"JoJo's Bizarre Adventure","18 (TV-MA)","Action & Adventure, Anime, Animation, Fantasy, Horror, Drama, Thriller, Comedy","8.4",NA,"2012","Free Services, Netflix, Hulu, Adult Swim, fuboTV, Martial Arts, Vampire, Magic, Supernatural, Adaptation"
"Heartland","7 (TV-PG)","","8.4",45,"2007","Based on Books, Racing, Psychology, Animal, Disney, Adaptation, Sports, Feel-good"
"Helix","14 (TV-14)","Drama, Science-Fiction, Thriller, Horror, Mystery, Fantasy","6.8",81,"2014","Apocalypse, Doctor, Science, Zombie, Survival"
"Glee","14 (TV-14)","Comedy, Drama, Musical","6.7",71,"2009","High School, Teacher, Music, Singing, Teen"
"GHOUL"," 18 (TV-MA)","Horror, Drama, Fantasy, Science-Fiction, Mystery","7.1",83,"2018",""
"Star Trek: Enterprise","7 (TV-PG)","Action & Adventure, Drama, Science-Fiction, Fantasy","7.5",50,"2001","Netflix, Prime Video, Hulu, CBS All Access"
"Medici: Masters of Florence","7 (TV-PG)","History, Biography, Drama, Mystery, Romance, Thriller","7.9",NA,"2016","United Kingdom, Italy"
"Better Than Us",NA,"Drama, Science-Fiction, Fantasy","7.4",100,"2018",""
"American Crime","14 (TV-14)","Action & Adventure, Crime, Drama, Mystery","7.8",97,"2015",""
"Five Came Back","14 (TV-14)","Documentary, Biography, History","8.3",97,"2017",""
"Rise of Empires: Ottoman"," 18 (TV-MA)","Documentary, Drama, History, Action & Adventure","8",NA,"2020",""
"North & South","7 (TV-PG)","","8.6",NA,"2004",""
"Skins","18 (TV-MA)","","8.2",NA,"2007","Dating, Drug, Mature, Teen"
"Lilyhammer","18 (TV-MA)","Comedy, Drama, Crime","8",65,"2012",""
"Safe","18 (TV-MA)","Crime, Thriller, Drama, Mystery","7.3",77,"2018",""
"Voltron: Legendary Defender","7 (TV-PG)","Animation, Action & Adventure, Science-Fiction, Comedy, Drama, Family, Fantasy, Children","8.1",100,"2016",""
"Evil Genius","18 (TV-MA)","","7.6",80,"2018",""
"Portlandia","14 (TV-14)","","7.8",94,"2011",""
"Marianne","18 (TV-MA)","Horror, Mystery, Drama","7.5",93,"2019",""
"The Society","18 (TV-MA)","Drama, Mystery, Science-Fiction, Thriller, Fantasy","7",85,"2019",""
"Glitch"," 14 (TV-14)","Drama, Horror, Mystery, Thriller, Science-Fiction, Fantasy","7.4",80,"2015",""
"The Mechanism","14 (TV-14)","Crime, Drama, Thriller","8.4",80,"2018",""
"Dracula","18 (TV-MA)","Drama, Horror, Fantasy, Science-Fiction","6.8",74,"2020","Based on Books, Vampire, Supernatural, Ghost, Religion, Adaptation"
"ERASED","14 (TV-14)","Animation, Anime, Drama, Fantasy, Mystery, Science-Fiction, Thriller","8.5",NA,"2016","Free Services, Netflix, HBO MAX, Hulu, Funimation, Friendship, Time Travel, Supernatural, Kidnapping, Serial Killer, Adaptation"
"Quantico","14 (TV-14)","Drama, Crime, Mystery, Thriller","6.7",82,"2015",""
"Raising Dion","7 (TV-PG)","Action & Adventure, Drama, Family, Science-Fiction, Fantasy","7.2",82,NA,""
"The Rain","18 (TV-MA)","Drama, Fantasy, Science-Fiction, Thriller","6.3",82,"2018","Dystopia, Apocalypse, Space, Futuristic, Teen"
"Versailles","14 (TV-14)","Biography, Drama, History, Romance","7.9",66,"2015","Canada, France"
"Code Geass: Lelouch of the Rebellion","18 (TV-MA)","Action & Adventure, Anime, Animation, Drama, Fantasy, Mystery, Science-Fiction, Thriller, Romance","8.6",NA,"2006","Military, War, Psychology, Political"
"Everything Sucks!","14 (TV-14)","Comedy, LGBTQ, Drama","7.5",72,"2018",""
"Star-Crossed","14 (TV-14)","Drama, Science-Fiction, Romance, Fantasy","7.3",57,"2014","High School, Alien, Futuristic, Teen"
"Marcella","18 (TV-MA)","Crime, Drama, Mystery","7.4",65,"2016",""
"InuYasha","14 (TV-14)","Action & Adventure, Anime, Animation, Fantasy, Comedy, Drama, Romance, Science-Fiction","7.9",NA,"2000","Martial Arts, Time Travel, Magic, Supernatural, Adaptation"
"The Politician","14 (TV-14)","","7.5",57,"2019",""
"Fullmetal Alchemist","14 (TV-14)","Action & Adventure, Anime, Animation, Drama, Fantasy, Comedy, Science-Fiction","8.5",NA,"2003","Military, War, Science, Adaptation, Political"
"Documentary Now!","18 (TV-MA)","","8.1",94,"2015",""
"The Seven Deadly Sins"," 14 (TV-14)","Action & Adventure, Anime, Animation, Fantasy, Comedy, Science-Fiction","8.1",NA,"2015","Friendship, Magic, Supernatural, Ghost, Fighting, Religion, Adaptation, Mature"
"Shooter","14 (TV-14)","Action & Adventure, Thriller, Drama","7.5",44,"2016",""
"Your Lie in April"," 7 (TV-PG)","Animation, Anime, Drama, Romance, Comedy","8.6",NA,"2014","Free Services, Netflix, HBO MAX, Hulu, Funimation, Friendship, Music, Psychology, Adaptation"
"Last Tango in Halifax","14 (TV-14)","Drama, Comedy, Romance","8.3",98,"2012",""
"Baby","18 (TV-MA)","","6.8",80,"2018","High School, Drug, Mature, Teen"
"Secret City","14 (TV-14)","Mystery, Thriller, Drama, Crime","7.4",100,"2016","Based on Books, Suspense, Adaptation, Political"
"Sword Art Online","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy, Drama, Fantasy, Romance, Science-Fiction, Thriller, Mystery","7.6",NA,"2012","Free Services, Netflix, Hulu, Crunchyroll, fuboTV, Funimation, Based on Books, Friendship, Time Travel, Technology, Magic, Psychology, Survival, Fighting, Video Games"
"The Devil Next Door","18 (TV-MA)","Crime, Documentary, Reality","7.6",91,"2019",""
"Parasyte -the maxim-","18 (TV-MA)","Action & Adventure, Anime, Animation, Horror, Science-Fiction, Romance, Thriller, Drama, Crime, Fantasy","8.4",NA,"2014","High School, Alien, Police, Animal, Fighting, Adaptation"
"Rurouni Kenshin","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy","8.5",NA,"1996",""
"The Innocence Files",NA,"Documentary, Crime, Drama","8",100,"2020",""
"Trial by Media","14 (TV-14)","","7.2",83,"2020",""
"The Chef Show","18 (TV-MA)","Documentary, Food, Travel","8.2",100,"2019",""
"Abstract: The Art of Design","14 (TV-14)","","8.4",100,"2017",""
"Love 101","18 (TV-MA)","","7.6",NA,"101",""
"Descendants of the Sun"," 14 (TV-14)","Fantasy, Romance, Action & Adventure, Drama","8.4",NA,"2016",""
"The Hollow","7 (TV-PG)","Animation, Children, Mystery, Drama, Family, Science-Fiction","7.2",100,"2018",""
"El internado","7 (TV-PG)","Drama, Action & Adventure, Mystery, Crime","8.2",NA,"2007",""
"Ancient Aliens"," 7 (TV-PG)","Documentary, History, Mystery, Thriller, Science-Fiction, History","7.3",NA,"2010","Free Services, Netflix, Prime Video, Hulu"
"Wentworth","18 (TV-MA)","","8.6",NA,"2013",""
"Time: The Kalief Browder Story","14 (TV-14)","","8.5",100,"2017",""
"Flowers",NA,"","8.2",100,"2016",""
"Frontier"," 18 (TV-MA)","Action & Adventure, Drama, History","7.2",75,"2016",""
"All American","14 (TV-14)","","7.6",96,"2018",""
"Frequency","7 (TV-PG)","Drama, Mystery, Thriller, Science-Fiction, Fantasy, Crime","7.5",77,"2016",""
"Beauty and the Beast","14 (TV-14)","Crime, Drama, Fantasy, Romance, Science-Fiction","7",51,"2012","Military, Police, New York, Science, Animal"
"Merlí","14 (TV-14)","Comedy, LGBTQ, Drama, Romance","8.6",NA,"2015","High School, Teacher, Genius, Mature, Teen"
"London Spy"," 18 (TV-MA)","Drama, LGBTQ, Crime, Mystery, Romance, Thriller","7.5",86,"2015",""
"The Toys That Made Us","14 (TV-14)","Documentary, History, Comedy","8.1",100,NA,""
"Hyperdrive","7 (TV-PG)","","8.1",100,"2019",""
"Scooby-Doo! Mystery Incorporated"," 7 (TV-PG)","Animation, Children, Comedy, Action & Adventure, Crime, Drama, Family, Fantasy, Horror, Mystery","8",NA,"2010",""
"Nailed It!","7 (TV-PG)","Game Show, Reality, Family, Comedy, Food","7.4",98,"2018",""
"3%","7 (TV-PG)","Thriller, Action & Adventure, Drama, Science-Fiction, Mystery, Fantasy","7.4",33,"3",""
"Spinning Out","18 (TV-MA)","","7.7",63,"2020",""
"Seven Seconds","18 (TV-MA)","","7.7",77,NA,""
"Trailer Park Boys","18 (TV-MA)","","8.4",NA,"2001",""
"Jeffrey Epstein: Filthy Rich",NA,"","7.2",81,"2020",""
"Daybreak","18 (TV-MA)","Comedy, Drama, Fantasy, Mystery, Action & Adventure, Horror, Science-Fiction, Thriller","6.7",70,"2019","Apocalypse, Comic Book, Futuristic, Adaptation"
"Insatiable","14 (TV-14)","Comedy, Drama, Thriller","6.6",11,"2018","Dark Comedy, High School, Revenge, Teen"
"Yeh Meri Family",NA,"Family, Drama, Comedy, Musical, Romance","9.2",NA,"2018",""
"Black Lightning","14 (TV-14)","Drama, Action & Adventure, Science-Fiction, Fantasy","6.1",95,"2018",""
"Last Chance U","14 (TV-14)","","8.5",93,"2016",""
"Akame ga Kill!","18 (TV-MA)","Action & Adventure, Anime, Animation, Comedy, Crime, Drama, Fantasy, Horror, Romance, Thriller","7.9",NA,"2014","Military, Dystopia, War, Supernatural, Psychology, Animal, Fighting, Adaptation, Political"
"Killer Inside: The Mind of Aaron Hernandez","18 (TV-MA)","Documentary, Crime, Sport","7.4",75,"2020",""
"Dirty John","14 (TV-14)","Crime, Drama, Thriller","7.1",78,"2018",""
"Frozen Planet","All (TV-G)","","9",NA,"2011",""
"Kengan Ashura",NA,"Action & Adventure, Anime, Sport, Animation","8",NA,"2019",""
"Cold Justice","14 (TV-14)","Crime, Reality, Documentary, Drama","7.9",80,"2013",""
"Containment","14 (TV-14)","","7.2",50,"2016",""
"Hemlock Grove","18 (TV-MA)","Horror, Mystery, Science-Fiction, Thriller","7.1",38,"2013","Based on Books, Friendship, Vampire, Doctor, Supernatural, Adaptation"
"The Circle","18 (TV-MA)","","7.5",80,"2020",""
"Mars","7 (TV-PG)","Action & Adventure, Drama, Science-Fiction, Documentary, Fantasy","7.5",61,"2016",""
"Ragnarok"," 18 (TV-MA)","Drama, Fantasy, Action & Adventure","7.5",NA,"2020",""
"Zoo","14 (TV-14)","Drama, Thriller, Mystery, Science-Fiction, Documentary, Romance","6.8",82,"2015","Based on Books, Apocalypse, Doctor, Survival, Animal, Adaptation"
"Bordertown","7 (TV-PG)","Crime, Drama, Mystery","7.6",39,"2016",""
"Derek","14 (TV-14)","","8",68,"2012",""
"The Ranch","14 (TV-14)","","7.5",NA,"2016",""
"anohana: The Flower We Saw That Day","14 (TV-14)","Animation, Anime, Drama, Fantasy, Action & Adventure, Mystery, Romance, Thriller","8.2",NA,"2011","Coming of Age, Friendship, Supernatural, Ghost"
"Easy","18 (TV-MA)","","6.9",90,"2016",""
"Rake","14 (TV-14)","","8.6",100,"2010","Free Services, Netflix, Prime Video, Hulu, AcornTV"
"Saint Seiya","7 (TV-PG)","Animation, Anime, Action & Adventure, Fantasy, Drama","8.4",NA,"1986",""
"Spotless",NA,"","7.9",100,"2015",""
"The Confession Tapes","14 (TV-14)","","7.5",100,"2017",""
"Miraculous: Tales of Ladybug & Cat Noir","7 (TV-PG)","Animation, Romance, Action & Adventure, Family, Fantasy, Comedy, Children, Science-Fiction","7.8",NA,"2015","Magic, Supernatural, Superhero, Teen"
"Knightfall","14 (TV-14)","Action & Adventure, Drama, History","6.8",60,NA,""
"No Tomorrow","7 (TV-PG)","Drama, Comedy, Romance","7.2",88,"2016",""
"Meteor Garden","14 (TV-14)","Drama, Romance, Comedy, Family","8.2",NA,"2018",""
"Formula 1: Drive to Survive","14 (TV-14)","","8.6",NA,"1","Car, Racing, Adaptation, Sports, Based On True Story"
"Love is Blind","7 (TV-PG)","","6",73,"2020",""
"Africa","All (TV-G)","","9",NA,"2013",""
"Collateral"," 7 (TV-PG)","Crime, Drama, Mystery, Thriller","6.7",78,"2018",""
"Carmen Sandiego","7 (TV-PG)","Action & Adventure, Animation, Family, Mystery","7.9",93,"2019",""
"The Night Shift"," 14 (TV-14)","Drama, Action & Adventure, Comedy, Romance","7.4",30,"2014",""
"The King: Eternal Monarch",NA,"Fantasy, Mystery, Romance, Drama, Science-Fiction","8.7",NA,"2020",""
"H2O: Just Add Water"," All (TV-G)","Drama, Family, Fantasy, Science-Fiction","7.2",NA,"2",""
"Black Butler","14 (TV-14)","Animation, Anime, Comedy, Action & Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller, Science-Fiction","7.8",NA,"2008","Dark Comedy, Coming of Age, Magic, Supernatural, Kidnapping"
"1983","18 (TV-MA)","Crime, Drama, Thriller, Mystery","6.8",100,"1983",""
"Inside Bill's Brain: Decoding Bill Gates","14 (TV-14)","","8",50,"2019",""
"Flint Town","18 (TV-MA)","Documentary, Crime, Action & Adventure, Drama, Reality","7.9",95,"2018","Military, Police, Car, Doctor, Drug, Gang, Sports, Political"
"Surviving R. Kelly","18 (TV-MA)","Documentary, Crime, Musical","7.6",95,"2019",""
"Private Practice","14 (TV-14)","Drama, Comedy, Romance","6.6",51,"2007",""
"Kim's Convenience","14 (TV-14)","","8.1",NA,"2016",""
"The Andy Griffith Show","All (TV-G)","","8.3",NA,"1960","Free Services, Netflix, Prime Video, Sundance, fuboTV"
"Bonding","14 (TV-14)","Animation, Comedy, Drama","7.2",64,"2019",""
"Alone","14 (TV-14)","Documentary, Reality, Drama, Game Show, History","8.4",NA,"2015","Free Services, Netflix, Hulu"
"White Lines","18 (TV-MA)","Drama, Mystery, Crime, Thriller","6.6",58,"2020",""
"Aquarius"," 14 (TV-14)","Drama, Cult, Crime, Biography, Thriller, Mystery","7.1",77,"2015",""
"The Universe"," 14 (TV-14)","","8.8",NA,"2007",""
"Animaniacs","All (TV-G)","Animation, Children, Comedy, Family, Musical","7.9",NA,"1993",""
"The Confession Killer","14 (TV-14)","","7.4",100,"2019",""
"Special","18 (TV-MA)","","7.6",95,"2019",""
"The Frankenstein Chronicles","14 (TV-14)","Crime, Drama, Fantasy, History, Mystery","7.3",78,"2015",""
"Self Made: Inspired by the Life of Madam C.J. Walker","14 (TV-14)","","7.4",77,"2020",""
"Black Summer","18 (TV-MA)","Action & Adventure, Comedy, Horror, Science-Fiction, Drama, Thriller","6.4",75,"2019",""
"The Trials of Gabriel Fernandez","18 (TV-MA)","","8.2",80,"2020",""
"Impractical Jokers","14 (TV-14)","","8.5",NA,"2011","Netflix, HBO MAX, TruTV, fuboTV"
"Ramayan","All (TV-G)","Action & Adventure, Drama, Fantasy, Science-Fiction","9.3",NA,"1987",""
"Bad Blood","18 (TV-MA)","","7.5",80,"2017",""
"Dynasty","14 (TV-14)","","7.3",NA,"2017",""
"Fuller House","7 (TV-PG)","","6.8",28,"2016",""
"Dear White People","14 (TV-14)","","6.2",95,"2017",""
"Young & Hungry","14 (TV-14)","Comedy, Drama, Romance, Family","7.4",60,"2014",""
"Club de Cuervos","18 (TV-MA)","","8.2",80,"2015",""
"Rilakkuma and Kaoru","7 (TV-PG)","Animation, Anime, Comedy, Family","8.4",100,"2019",""
"Battle Creek","14 (TV-14)","Crime, Drama, Comedy","7.3",96,"2015",""
"The Great British Bake Off","7 (TV-PG)","Reality, Food, Game Show","8.6",NA,"2010",""
"The Chalet","18 (TV-MA)","Thriller, Drama, Mystery, Crime","7",100,"2018",""
"LEGO Ninjago: Masters of Spinjitzu","All (TV-G)","Action & Adventure, Animation, Children, Comedy, Family, Fantasy, Science-Fiction","6.8",NA,"2012","Free Services, Netflix, Prime Video, Cartoon Network, fuboTV, America, Denmark"
"3Below: Tales of Arcadia"," 7 (TV-PG)","Action & Adventure, Animation, Comedy, Family, Fantasy, Science-Fiction, Children","7.8",100,"3",""
"Itaewon Class",NA,"","8.2",NA,"2020",""
"Sweet Magnolias","14 (TV-14)","","7.4",NA,"2020",""
"Scream: The TV Series","14 (TV-14)","Crime, Horror, Mystery, Drama, Thriller","7.2",NA,"2015",""
"Workin' Moms","7 (TV-PG)","","7.5",NA,"2017",""
"I'm Sorry","7 (TV-PG)","","7.9",75,"2017",""
"Green Eggs and Ham",NA,"Animation, Children, Action & Adventure, Comedy, Family","8.2",100,"2019",""
"November 13: Attack on Paris","18 (TV-MA)","","8.3",100,"13",""
"30 for 30","7 (TV-PG)","Documentary, Sport, Biography, History","8.8",NA,"30",""
"The Eddy","18 (TV-MA)","","7.1",67,"2020","France, America"
"Wu Assassins","18 (TV-MA)","Drama, Action & Adventure, Crime, Fantasy, Science-Fiction","6.4",83,"2019",""
"When Calls the Heart"," All (TV-G)","","8.2",NA,"2014",""
"My Next Guest Needs No Introduction With David Letterman","18 (TV-MA)","","7.9",83,"2018",""
"The Great Train Robbery",NA,"Drama, Biography, Crime, History","7.4",78,"2013",""
"Crazyhead",NA,"","7.3",100,"2016",""
"Control Z",NA,"","7",NA,"2020",""
"Father Brown"," 7 (TV-PG)","Drama, Crime, Mystery, Thriller","7.7",NA,"2013",""
"Ugly Delicious","18 (TV-MA)","","7.8",100,NA,""
"My Little Pony: Friendship Is Magic","7 (TV-PG)","Fantasy, Action & Adventure, Animation, Children, Comedy, Family, Science-Fiction","7.6",NA,"2010","Friendship, Princess, Magic, Animal, Singing, Royalty, America, Canada"
"Caliphate",NA,"Drama, Thriller, Crime","8.2",NA,"2020",""
"CSI: Miami","14 (TV-14)","Action & Adventure, Crime, Drama, Mystery, Thriller","6.4",NA,"2002","Free Services, Netflix, Hulu, CBS All Access"
"Masum","14 (TV-14)","Crime, Drama, Mystery, Thriller, Action & Adventure","8.5",NA,"2017",""
"White Gold","18 (TV-MA)","","7.4",88,"2017",""
"The Protector","14 (TV-14)","Action & Adventure, Fantasy, Science-Fiction","6.8",NA,"2018",""
"Devilman: Crybaby",NA,"Animation, Anime, Action & Adventure, Horror","7.6",80,"2018",""
"It's Bruno!","7 (TV-PG)","","7.5",100,"2019",""
"Good Witch","7 (TV-PG)","Drama, Romance, Comedy, Fantasy, Science-Fiction, Family","7.3",NA,"2015",""
"Kill la Kill","18 (TV-MA)","Action & Adventure, Anime, Animation, Comedy, Fantasy, Drama, Science-Fiction","7.9",NA,"2013","Free Services, Netflix, HBO MAX, Funimation"
"Victorious"," 7 (TV-PG)","Children, Comedy, Drama, Family, Romance, Action & Adventure","6.9",NA,"2010",""
"Bard of Blood",NA,"Drama, Thriller, Action & Adventure, Mystery","7",NA,"2019",""
"Patriot Act with Hasan Minhaj","18 (TV-MA)","","8.2",NA,"2018",""
"El Chapo","14 (TV-14)","Drama, Crime, Action & Adventure","7.8",NA,"2017",""
"The Get Down","14 (TV-14)","","8.3",NA,"2016","New York, Music, Singing, Feel-good, Teen"
"Great News","7 (TV-PG)","","7",84,"2017",""
"Trinkets","7 (TV-PG)","Crime, Drama, Comedy, Romance","7.1",50,"2019",""
"Get Shorty","18 (TV-MA)","","8.2",NA,"2017",""
"Valhalla Murders","18 (TV-MA)","Crime, Drama, Mystery, Thriller","7.1",NA,"2019",""
"The Guild",NA,"","8.2",NA,"2007",""
"Gurren Lagann","14 (TV-14)","Action & Adventure, Animation, Comedy, Drama, Science-Fiction","8.3",NA,"2007",""
"Z Nation","18 (TV-MA)","Drama, Action & Adventure, Horror, Comedy, Science-Fiction, Fantasy","6.7",NA,"2014","Dystopia, Apocalypse, Doctor, Zombie, Survival, Futuristic"
"Grand Hotel","7 (TV-PG)","Drama, Mystery, Thriller, Crime","8.4",NA,"2011",""
"We Bare Bears","7 (TV-PG)","Animation, Comedy, Family, Action & Adventure, Fantasy","7.9",NA,"2015","Netflix, HBO MAX, Hulu, Cartoon Network, fuboTV"
"Friends from College","18 (TV-MA)","Comedy, Drama, Romance","6.8",24,"2017",""
"Tuca & Bertie","14 (TV-14)","","7.4",100,"2019",""
"Comedians in Cars Getting Coffee"," 14 (TV-14)","","8.1",NA,"2012",""
"Borgia","18 (TV-MA)","Action & Adventure, Drama, Biography, History","7.8",NA,"2011","Italy, France, Germany"
"Mr. Iglesias","14 (TV-14)","","7.1",88,"2019",""
"Violet Evergarden","14 (TV-14)","Animation, Anime, Drama, Fantasy, Science-Fiction, Romance","8.4",NA,"2018",""
"Lovesick","18 (TV-MA)","","8.1",36,"2014",""
"Gentefied","14 (TV-14)","","7.3",88,"2020",""
